,id,word,confidence,positivity,negativity,sense
65605,01549568-a,بداخلاق,0.3,0.375,0.625,1
65607,00747471-a,سر سخت,0.6,0.5,0.25,1
65608,00748563-a,قد بلند,0.32,0.125,0.875,1
65610,00749230-a,میسر,0.26,0.625,0.25,1
65611,00749749-a,میسر,0.14,0.25,0.5,1
65613,00838659-a,میسر,0.14,0.5,0.0,1
65614,01821266-a,میسر,0.28,0.5,0.0,1
65618,10456514-n,میسر,0.41,0.75,0.0,1
65619,00749947-a,بی‌غش,0.05,0.0,0.625,0
65620,01163860-a,بی‌غش,0.12,0.5,0.25,1
65624,00750054-a,بی‌دردسر,0.24,0.375,0.5,1
65625,00750296-a,بسیط,0.22,0.25,0.5,1
65626,01793812-a,بسیط,0.3,0.25,0.625,1
65630,02272047-a,بسیط,0.36,0.875,0.0,1
65640,00751525-a,جاافتاده,0.24,0.5,0.25,1
65642,01493636-a,جاافتاده,0.47,0.625,0.25,1
65643,01644225-a,جاافتاده,0.4,0.5,0.0,1
65644,01644541-a,جاافتاده,0.19,0.5,0.0,1
65645,02408011-a,جاافتاده,0.33,0.125,0.5,1
65657,01527245-a,رسمی,0.6,0.0,0.625,0
65664,02730304-a,رسمی,1.0,0.25,0.5,1
65682,01283508-a,باابهت,0.57,0.5,0.0,1
65686,00752555-a,فروتنی,0.24,0.0,0.625,0
65690,04881369-n,فروتنی,0.26,0.5,0.375,1
65691,04889527-n,فروتنی,0.53,0.25,0.75,1
65692,04889779-n,فروتنی,0.7,0.0,0.625,0
65693,04900236-n,فروتنی,1.0,0.5,0.0,1
65695,04905697-n,فروتنی,1.0,0.625,0.125,1
65696,04912732-n,فروتنی,0.17,0.875,0.0,1
65698,07509131-n,فروتنی,0.7,0.25,0.75,1
65699,07509325-n,فروتنی,1.0,0.375,0.5,1
65700,13951215-n,فروتنی,0.41,0.0,0.625,0
65702,00752555-a,پست سازنده,1.0,0.0,0.625,0
65703,00752555-a,بر خورنده,0.26,0.0,0.625,0
65704,01803335-a,بر خورنده,0.51,0.0,0.75,0
65705,00752555-a,تحقیر امیز,1.0,0.0,0.625,0
65706,00907243-a,تحقیر امیز,0.24,0.0,0.625,0
65707,00752555-a,خفیف کننده,0.95,0.0,0.625,0
65708,00752555-a,تحقیرآمیز,0.62,0.0,0.625,0
65710,00752714-a,کسر شان,0.6,0.75,0.125,1
65711,00752847-a,دارای احساسات شدید,0.11,0.0,0.625,0
65712,00905181-a,دارای احساسات شدید,0.14,0.33299999999999996,0.667,1
65713,01050890-a,دارای احساسات شدید,0.27,0.125,0.875,1
65714,01726859-a,دارای احساسات شدید,0.9,0.375,0.5,1
65715,00752847-a,مضحک,1.0,0.0,0.625,0
65717,01265308-a,مضحک,1.0,0.5,0.0,1
65718,01265938-a,مضحک,0.6,0.75,0.0,1
65719,01266397-a,مضحک,0.53,0.5,0.25,1
65720,01266841-a,مضحک,1.0,0.375,0.5,1
65721,01917594-a,مضحک,0.22,0.0,0.5,0
65722,02545023-a,مضحک,0.41,0.0,0.5,0
65723,02570282-a,مضحک,1.0,0.625,0.0,1
65724,02570643-a,مضحک,0.7,0.625,0.0,1
65733,00752847-a,خنده‌دار,1.0,0.0,0.625,0
65736,01265308-a,خنده‌دار,0.7,0.5,0.0,1
65737,01266397-a,خنده‌دار,0.13,0.5,0.25,1
65738,02570643-a,خنده‌دار,0.38,0.625,0.0,1
65739,00753093-a,سیاستمدارانه,0.6,0.5,0.25,1
65747,00874920-a,نافرسودنی,0.29,0.5,0.0,1
65748,00754873-a,مسامحه کار,0.6,0.25,0.5,1
65750,00755482-a,مسامحه کار,0.11,0.125,0.5,1
65751,00755876-a,مسامحه کار,1.0,0.0,0.625,0
65755,00756091-a,ابکی,0.57,0.0,0.625,0
65774,00025654-v,کم کردن,0.35,0.0,0.625,0
65830,00757923-a,سیرشده,0.74,0.0,0.625,0
65831,00758150-a,فوق اشباع,0.6,0.0,0.625,0
65836,00758800-a,باتدبیر,0.14,0.625,0.375,1
65837,00758800-a,شیرین و مط‌لوب,0.14,0.625,0.375,1
65838,00759169-a,موقع شناس,0.48,0.5,0.0,1
65839,02384383-a,موقع شناس,0.6,0.5,0.0,1
65840,00759169-a,از لای زرق و برق بیرون امده,0.24,0.5,0.0,1
65842,00759169-a,بانزاکت,0.41,0.5,0.0,1
65847,00759826-a,تسکین بخش,0.24,0.375,0.625,1
65849,00759826-a,تسکین پذیر,1.0,0.375,0.625,1
65850,00759826-a,اشتی کننده,0.78,0.375,0.625,1
65851,00760149-a,صلحجو,0.27,0.625,0.0,1
65852,01741669-a,صلحجو,0.7,0.5,0.25,1
65855,00762355-a,غیرمستقیم,0.35,0.0,0.75,0
65857,00766457-a,غیرمستقیم,0.23,0.25,0.5,1
65859,00768098-a,غیرمستقیم,1.0,0.75,0.0,1
65862,01706111-a,غیرمستقیم,0.27,0.625,0.125,1
65863,01854546-a,غیرمستقیم,0.2,0.0,0.625,0
65877,02799797-a,لوچ,0.24,0.0,0.5,0
65883,02799877-a,ترتیب,0.24,0.0,0.5,0
65894,04767347-n,ترتیب,0.35,0.0,0.5,0
65938,00768098-a,کژ,0.28,0.75,0.0,1
65945,01961048-a,کژ,0.32,0.0,0.625,0
65950,02319129-a,کژ,0.45,0.25,0.625,1
65955,13904164-n,کژ,0.19,0.0,0.5,0
65973,05685363-n,سرگردانی,0.3,0.125,0.75,1
65976,07509572-n,سرگردانی,0.29,0.25,0.625,1
65977,07509996-n,سرگردانی,0.15,0.75,0.0,1
65979,14408646-n,سرگردانی,0.26,0.0,0.625,0
65980,00764301-a,چاخان,0.35,0.75,0.0,1
65993,00764484-a,دارای لبه ضخیم,0.11,0.5,0.375,1
65995,00764484-a,رک و راست,0.22,0.5,0.375,1
65996,00764484-a,رک‌گو,0.34,0.5,0.375,1
65997,00764484-a,صاف و ساده,0.26,0.5,0.375,1
65998,01309991-a,صاف و ساده,1.0,0.25,0.625,1
65999,01310273-a,صاف و ساده,0.36,0.5,0.375,1
66002,00764484-a,بی‌محابا,0.25,0.5,0.375,1
66004,00764484-a,بی‌ریا و تزویر,0.15,0.5,0.375,1
66014,00768098-a,خم,0.24,0.75,0.0,1
66019,01961048-a,خم,0.22,0.0,0.625,0
66025,02319129-a,خم,0.31,0.25,0.625,1
66051,00769121-a,غیر مستقیم,0.27,0.125,0.5,1
66069,00771373-a,بینا,1.0,0.875,0.0,1
66070,00771803-a,بینا,0.57,0.625,0.0,1
66071,00774323-a,بینا,1.0,0.75,0.0,1
66076,02384672-a,بینا,0.56,0.5,0.125,1
66077,00771373-a,بیننده,0.24,0.875,0.0,1
66078,00771803-a,بیننده,0.34,0.625,0.0,1
66090,00771616-a,مدرک,0.85,0.5,0.25,1
66109,00771616-a,فهیم,0.9,0.5,0.25,1
66110,01943406-a,فهیم,0.58,0.5,0.0,1
66111,00771616-a,دریابنده,0.29,0.5,0.25,1
66113,00771616-a,سند,0.24,0.5,0.25,1
66137,00771803-a,بصیر,0.48,0.625,0.0,1
66138,01307067-a,بصیر,0.11,0.5,0.0,1
66140,02384672-a,بصیر,0.14,0.5,0.125,1
66141,00771803-a,روشن بین,0.14,0.625,0.0,1
66157,00772910-a,با احتیاط,0.6,0.625,0.0,1
66159,01880163-a,با احتیاط,0.56,0.625,0.0,1
66161,02384672-a,با احتیاط,0.7,0.5,0.125,1
66165,00773579-a,تبعیض قائل شدن,0.6,0.625,0.0,1
66167,00773759-a,ناشی از عدم تبعیض,0.35,0.625,0.25,1
66176,00774323-a,متمایز کننده,0.24,0.75,0.0,1
66177,00774676-a,قدردان,0.7,0.5,0.0,1
66178,01146493-a,قدردان,0.73,0.5,0.25,1
66179,01146732-a,قدردان,0.86,0.25,0.75,1
66180,00774676-a,قدرشناس,0.45,0.5,0.0,1
66181,01146493-a,قدرشناس,0.32,0.5,0.25,1
66182,01146732-a,قدرشناس,0.4,0.25,0.75,1
66183,00774676-a,سپاسگزار,0.28,0.5,0.0,1
66184,01146493-a,سپاسگزار,1.0,0.5,0.25,1
66185,01146732-a,سپاسگزار,1.0,0.25,0.75,1
66186,01146920-a,سپاسگزار,0.53,0.5,0.5,1
66187,01801327-a,سپاسگزار,0.7,0.5,0.375,1
66188,00774676-a,نمکشناس,0.14,0.5,0.0,1
66189,01146493-a,نمکشناس,0.27,0.5,0.25,1
66190,01146732-a,نمکشناس,0.27,0.25,0.75,1
66191,01146920-a,نمکشناس,0.11,0.5,0.5,1
66192,01801327-a,نمکشناس,0.14,0.5,0.375,1
66193,00774911-a,تفکیک کننده,0.24,0.625,0.0,1
66195,00774911-a,نشان تشخیص,1.0,0.625,0.0,1
66199,00775611-a,خیر,0.05,0.75,0.0,1
66200,01048762-a,خیر,0.13,0.625,0.0,1
66201,01129977-a,خیر,0.14,1.0,0.0,1
66202,01586752-a,خیر,0.07,1.0,0.0,1
66203,04847482-n,خیر,0.09,0.75,0.125,1
66204,04849241-n,خیر,0.17,0.875,0.0,1
66205,05142180-n,خیر,0.57,0.625,0.0,1
66209,13987719-n,خیر,0.24,0.0,0.5,0
66211,00024073-r,خیر,0.61,0.0,0.625,0
66212,00024356-r,خیر,0.53,0.0,0.625,0
66213,00024587-r,خیر,0.14,0.0,0.5,0
66216,00775693-a,گزینشی,0.6,0.625,0.0,1
66219,01863246-a,گزینشی,0.35,0.5,0.125,1
66228,00777418-a,قابل خرج,0.6,0.5,0.0,1
66230,00932695-a,قابل خرج,0.6,0.75,0.0,1
66233,01822153-a,دردسترس,1.0,0.5,0.0,1
66250,00779819-a,اسکنه مانند,0.32,0.5,0.0,1
66252,00780712-a,یاریگر,0.14,0.625,0.0,1
66253,00940870-a,یاریگر,0.41,0.5,0.0,1
66262,00781644-a,تیره و تار,0.54,0.125,0.75,1
66263,00875962-a,تیره و تار,0.45,0.0,0.5,0
66265,00781644-a,مانند مه,0.29,0.125,0.75,1
66266,00875962-a,مانند مه,0.51,0.0,0.5,0
66267,00781644-a,دارای چشمان قی گرفته و خواب الود,0.22,0.125,0.75,1
66273,02089377-a,ناآشکار,0.11,0.0,0.75,0
66275,02517265-a,ناآشکار,1.0,0.25,0.625,1
66276,02517817-a,ناآشکار,0.24,0.25,0.625,1
66277,02518470-a,ناآشکار,0.24,0.0,0.875,0
66285,00784533-a,قابل قسمت,0.6,0.5,0.0,1
66286,00784922-a,رخ پذیر,0.6,0.625,0.0,1
66287,00785002-a,گوشه‌گیر,0.24,0.5,0.0,1
66289,00785002-a,جداشدنی,0.98,0.5,0.0,1
66290,00785002-a,تفکیک‌پذیر,1.0,0.5,0.0,1
66295,00785684-a,جدانشدنی,0.6,0.0,0.625,0
66296,00786173-a,جدانشدنی,0.6,0.125,0.625,1
66297,00785889-a,غیر مجزا,0.6,0.0,0.75,0
66298,00786031-a,تقسیم توسط,0.6,0.0,0.5,0
66300,01115920-a,مستند,0.7,0.5,0.25,1
66312,06706317-n,اشاره,0.91,0.5,0.0,1
66320,07106800-n,اشاره,0.24,0.0,0.5,0
66323,07238455-n,اشاره,1.0,0.0,0.5,0
66330,00787002-a,بازدیدکنندگان معمولی و میهمانان,0.27,0.0,0.5,0
66332,01959111-a,بازدیدکنندگان معمولی و میهمانان,0.6,0.0,0.625,0
66333,00787136-a,سلطه جو,0.6,0.25,0.5,1
66342,01891109-a,امرانه,0.25,0.625,0.25,1
66348,00788032-a,قلدری,0.24,0.125,0.5,1
66359,01263013-a,دارای نعل پاشنه دار,0.18,0.0,0.625,0
66365,01534282-a,ظالمانه,0.16,0.0,0.75,0
66375,01507402-a,جابر,0.24,0.5,0.25,1
66377,00788821-a,خاشع,0.88,0.75,0.0,1
66378,01539444-a,خاشع,0.34,0.25,0.75,1
66379,00788821-a,متواضع,0.44,0.75,0.0,1
66380,00789494-a,متواضع,0.13,0.625,0.25,1
66382,01539225-a,متواضع,0.24,0.5,0.375,1
66383,01539444-a,متواضع,0.83,0.25,0.75,1
66384,01592857-a,متواضع,0.09,0.0,0.5,0
66385,01851916-a,متواضع,0.11,0.625,0.0,1
66386,01892953-a,متواضع,0.14,0.375,0.5,1
66387,01893510-a,متواضع,0.08,0.75,0.0,1
66389,02340458-a,متواضع,0.08,0.0,0.875,0
66390,00788821-a,خاکسار,0.24,0.75,0.0,1
66391,01539444-a,خاکسار,0.24,0.25,0.75,1
66392,01892953-a,خاکسار,0.5,0.375,0.5,1
66394,00789392-a,رکوع,0.24,0.75,0.0,1
66396,00789494-a,بی‌روح,0.42,0.625,0.25,1
66398,02281611-a,بی‌روح,0.6,0.125,0.625,1
66400,00789494-a,حلیم,0.44,0.625,0.25,1
66401,01735736-a,حلیم,0.24,0.5,0.25,1
66404,02436341-a,حلیم,0.4,0.5,0.0,1
66406,00789871-a,کرم دار,0.46,0.75,0.0,1
66408,00789871-a,سینه مال رونده,0.24,0.75,0.0,1
66409,00789871-a,کرم‌مانند,0.16,0.75,0.0,1
66410,00789871-a,ذلیل,0.76,0.75,0.0,1
66411,00904548-a,ذلیل,0.34,0.0,0.75,0
66412,00905039-a,ذلیل,0.09,0.125,0.5,1
66413,01049941-a,ذلیل,0.14,0.0,1.0,0
66416,01133017-a,ذلیل,0.56,0.0,0.5,0
66417,01137289-a,ذلیل,0.25,0.25,0.5,1
66419,01222884-a,ذلیل,0.14,0.0,0.875,0
66420,01227137-a,ذلیل,0.24,0.5,0.5,1
66421,01228159-a,ذلیل,0.2,0.0,0.625,0
66422,01229435-a,ذلیل,0.17,0.5,0.5,1
66424,01590044-a,ذلیل,0.29,0.0,0.5,0
66426,01592857-a,ذلیل,0.37,0.0,0.5,0
66427,01593480-a,ذلیل,0.4,0.0,0.75,0
66429,02340458-a,ذلیل,0.32,0.0,0.875,0
66430,02346557-a,ذلیل,0.07,0.222,0.778,1
66431,02347564-a,ذلیل,0.24,0.222,0.778,1
66432,02347742-a,ذلیل,0.11,0.125,0.75,1
66433,07708260-n,ذلیل,0.56,0.625,0.0,1
66436,10555430-n,ذلیل,0.25,0.0,0.5,0
66437,00789988-a,زن ذلیل,0.14,0.0,1.0,0
66438,00789988-a,زیرنفوذزن قرارگرفته,1.0,0.0,1.0,0
66439,00790086-a,چاپلوس,1.0,0.5,0.0,1
66441,00790540-a,چاپلوس,0.7,0.625,0.0,1
66449,09800631-n,چاپلوس,0.69,0.625,0.0,1
66459,02539968-a,تملق,0.24,0.5,0.0,1
66461,04906712-n,تملق,0.57,0.5,0.0,1
66463,06695579-n,تملق,0.91,0.5,0.375,1
66472,00790540-a,متملق,0.53,0.625,0.0,1
66474,09800631-n,متملق,0.86,0.625,0.0,1
66476,00790540-a,چرب زبان,0.14,0.625,0.0,1
66479,10615179-n,چرب زبان,1.0,0.625,0.0,1
66480,00790540-a,خوشامدگو,0.21,0.625,0.0,1
66481,00790540-a,چربزبان,0.19,0.625,0.0,1
66482,00790540-a,زبانبهمزد,0.19,0.625,0.0,1
66483,00790540-a,سالوس,0.19,0.625,0.0,1
66489,00790540-a,کاسهلیس,0.19,0.625,0.0,1
66490,00790540-a,مداهنهگر,0.19,0.625,0.0,1
66491,00790540-a,مجیزگو,0.19,0.625,0.0,1
66493,01689775-a,بنده‌وار,0.6,0.0,0.75,0
66516,02487108-a,بلندی,0.16,0.75,0.0,1
66526,04707252-n,بلندی,0.34,0.5,0.0,1
66529,04870889-n,بلندی,1.0,0.125,0.5,1
66606,10140597-n,حاکم,0.24,0.5,0.0,1
66636,01472628-a,بزرگتر,0.64,0.625,0.0,1
66638,01644225-a,بزرگتر,0.12,0.5,0.0,1
66641,02340003-a,بزرگتر,0.24,0.5,0.0,1
66643,09851719-n,بزرگتر,0.11,0.5,0.0,1
66650,10676018-n,بزرگتر,0.25,0.75,0.0,1
66731,10416364-n,ملک,0.24,0.625,0.0,1
66807,01982957-a,بالنده,0.92,0.75,0.0,1
66817,01211962-a,بلندتر,1.0,0.5,0.125,1
66818,02338615-a,بلندتر,0.14,0.625,0.0,1
66819,02344793-a,بلندتر,0.3,0.75,0.0,1
66827,01207609-n,معاون,0.25,0.5,0.0,1
66839,10671898-n,معاون,0.39,0.0,0.5,0
66854,03436290-n,پیشکار,0.16,0.0,0.5,0
66859,10283546-n,پیشکار,1.0,0.5,0.0,1
66883,00793426-a,شریک,0.24,0.125,0.5,1
66904,01228159-a,تحت,0.14,0.0,0.625,0
66919,02100968-a,زیردست,0.69,0.0,0.75,0
66931,02030562-a,ارتجاعی,1.0,0.0,0.5,0
66940,00795078-a,مربوط به نمایش ملودرام,0.6,0.5,0.0,1
66955,00795785-a,بازی کردنی,0.6,0.625,0.0,1
66957,04788693-n,تئاتری,0.6,0.125,0.5,1
66961,00797113-a,قابل اشامیدن,0.24,0.75,0.0,1
66962,00797113-a,نوشیدنی,1.0,0.75,0.0,1
66969,00797113-a,قابل شرب,0.41,0.75,0.0,1
66970,00797113-a,آشامیدنی,0.25,0.75,0.0,1
66985,00875962-a,مست,1.0,0.0,0.5,0
66986,00876204-a,مست,0.31,0.5,0.125,1
67001,04684358-n,گله,0.24,0.5,0.0,1
67003,07126383-n,گله,0.24,0.0,0.625,0
67005,07211092-n,گله,0.16,0.125,0.625,1
67020,00876204-a,خمار,0.26,0.5,0.125,1
67029,01872265-a,بیخود,0.07,0.0,0.75,0
67033,01298239-a,عیاش,1.0,0.625,0.0,1
67034,01298884-a,عیاش,0.46,0.5,0.0,1
67035,01367651-a,عیاش,0.31,0.75,0.125,1
67039,04931041-n,عیاش,0.6,0.5,0.25,1
67046,10536897-n,عیاش,0.6,0.0,0.5,0
67047,10713502-n,عیاش,0.14,0.625,0.0,1
67063,14447165-n,خماری,1.0,0.0,0.75,0
67071,01806106-a,سیاه مست,0.53,0.0,0.625,0
67092,00108303-v,شکست,0.23,0.0,0.5,0
67136,05949603-n,دیده,1.0,0.5,0.25,1
67159,00058128-r,شق,0.18,0.5,0.0,1
67215,00799517-a,میانه رو,1.0,0.0,0.625,0
67216,01531375-a,میانه رو,0.28,0.25,0.625,1
67217,01532912-a,میانه رو,0.14,0.0,0.75,0
67219,02402078-a,میانه رو,0.11,0.5,0.0,1
67222,00799800-a,عاری از مواد مخدر,0.6,0.0,0.5,0
67226,00857387-a,اخلا قا خشک,0.08,0.125,0.5,1
67228,01178669-a,اخلا قا خشک,0.1,0.0,0.75,0
67229,01792973-a,اخلا قا خشک,0.08,0.0,0.5,0
67252,00802397-a,برش فلز,0.6,0.75,0.0,1
67256,01162901-a,چاقو کشی,0.24,0.0,0.75,0
67288,00803846-a,نمک ط‌عام,0.6,0.0,0.75,0
67306,00805676-a,پرحباب,0.35,0.625,0.125,1
67309,00805810-a,گازدار,0.53,0.75,0.25,1
67310,01175741-a,گازدار,0.21,0.0,0.625,0
67316,00805810-a,کف مانند,0.6,0.75,0.25,1
67317,00805810-a,پر از کف,0.6,0.75,0.25,1
67319,00806064-a,درهم و برهم سخن گفتن,0.24,0.25,0.5,1
67321,00806991-a,در جای خشک نگهداشتن,1.0,0.5,0.25,1
67323,00806991-a,خشک کردن,0.11,0.5,0.25,1
67324,02552849-a,خشک کردن,0.42,0.625,0.0,1
67346,01150475-a,مغموم,0.24,0.0,0.625,0
67347,01361863-a,مغموم,0.35,0.125,0.75,1
67348,01362387-a,مغموم,1.0,0.0,0.75,0
67349,01362684-a,مغموم,0.26,0.0,0.75,0
67350,01363153-a,مغموم,0.24,0.0,0.625,0
67351,01364008-a,مغموم,0.27,0.0,0.75,0
67352,01366062-a,مغموم,0.49,0.0,0.875,0
67354,01366525-a,مغموم,0.3,0.125,0.875,1
67355,01368192-a,مغموم,1.0,0.125,0.75,1
67361,01190168-a,پروزن,0.12,0.0,0.625,0
67366,01188762-a,گرانبار,0.09,0.25,0.5,1
67369,01188762-a,دیرهضم,0.1,0.25,0.5,1
67373,04740326-n,یکنواختی,1.0,0.125,0.5,1
67388,00022686-v,انرژی دادن,0.63,0.5,0.0,1
67394,05030680-n,انرژی,0.22,0.375,0.5,1
67401,14050143-n,انرژی,0.33,0.625,0.0,1
67406,05030680-n,کارمایه,0.13,0.375,0.5,1
67411,14050143-n,کارمایه,0.45,0.625,0.0,1
67431,00809790-a,نیروی محرکه,0.45,0.75,0.0,1
67432,00809790-a,عامل,0.49,0.75,0.0,1
67444,09190918-n,عامل,1.0,0.5,0.0,1
67461,00809790-a,بیرون ریزنده,0.19,0.75,0.0,1
67465,00810481-a,بی‌بنبه,0.6,0.0,0.625,0
67466,02324944-a,بی‌بنبه,0.14,0.0,0.5,0
67467,00810916-a,ترد و شکننده,0.29,0.625,0.25,1
67476,02406166-a,بی‌صبر,0.24,0.0,0.625,0
67510,01494740-a,نابهنگام,0.6,0.0,0.625,0
67511,01661914-a,نابهنگام,0.6,0.0,0.625,0
67512,01662119-a,نابهنگام,1.0,0.0,0.75,0
67528,02387790-a,ریز,0.3,0.125,0.5,1
67541,00658082-n,مداخله,0.38,0.0,0.5,0
67577,01639230-a,عتیق,0.25,0.125,0.5,1
67591,00937732-a,جوان,0.4,0.125,0.5,1
67600,01649720-a,جوان,0.53,0.625,0.25,1
67646,00821723-a,بدون استحقاق,0.6,0.125,0.5,1
67647,01371646-a,بدون استحقاق,0.6,0.25,0.625,1
67648,00821959-a,مجانی,1.0,0.125,0.625,1
67649,01060947-a,مجانی,0.08,0.0,0.625,0
67650,01065694-a,مجانی,0.07,0.0,0.625,0
67652,01582049-a,مجانی,0.19,0.125,0.5,1
67653,01624010-a,مجانی,0.09,0.0,0.75,0
67659,00821959-a,درجه افتخاری,0.51,0.125,0.625,1
67661,00821959-a,رایگان,0.24,0.125,0.625,1
67662,00927978-a,رایگان,0.07,0.25,0.5,1
67663,01060947-a,رایگان,0.19,0.0,0.625,0
67664,01065694-a,رایگان,0.36,0.0,0.625,0
67666,01582049-a,رایگان,0.53,0.125,0.5,1
67667,01624010-a,رایگان,0.45,0.0,0.75,0
67676,00822907-a,ناسوده,0.14,0.0,0.75,0
67677,01584017-a,ناسوده,0.11,0.0,0.5,0
67678,01922562-a,ناسوده,0.14,0.0,0.75,0
67679,00823192-a,دگرگون,0.11,0.0,0.5,0
67681,01410905-a,دگرگون,0.24,0.0,0.625,0
67682,02067063-a,دگرگون,0.39,0.5,0.25,1
67770,00875422-a,پرزور,1.0,0.5,0.0,1
67772,01261363-a,پرزور,0.08,0.5,0.0,1
67783,01961786-a,پرزور,0.07,0.0,0.5,0
67784,01991586-a,پرزور,0.17,0.625,0.0,1
67785,02038891-a,پرزور,0.76,0.5,0.5,1
67786,02038994-a,پرزور,0.35,0.5,0.25,1
67787,02039845-a,پرزور,0.68,0.5,0.0,1
67788,02275209-a,پرزور,0.11,0.625,0.125,1
67789,02275412-a,پرزور,0.1,0.75,0.0,1
67790,02321009-a,پرزور,0.24,0.5,0.0,1
67873,02450640-a,غیرسمی,0.6,0.0,0.625,0
67874,00829243-a,بدون گوشت وشیر,0.6,0.0,0.5,0
67875,00829496-a,نخوردنی,0.6,0.25,0.75,1
67876,00829745-a,آموخته,0.25,0.5,0.125,1
67887,04921900-n,آموزش,0.23,0.625,0.0,1
67896,01307850-a,مط‌لع,0.7,0.5,0.0,1
67900,01421077-a,دانشمند,0.14,0.5,0.125,1
67904,02084358-a,دانشمند,1.0,0.625,0.0,1
67906,02569558-a,دانشمند,0.27,0.625,0.0,1
67922,01813920-a,عالم,0.14,0.5,0.0,1
67924,02084358-a,عالم,1.0,0.625,0.0,1
67925,02569130-a,عالم,0.24,0.625,0.0,1
67926,02569558-a,عالم,0.27,0.625,0.0,1
67952,01421077-a,باسواد,0.34,0.5,0.125,1
67957,01421077-a,ادیب,0.7,0.5,0.125,1
67965,00830630-a,نیمه سواد,0.6,0.5,0.125,1
67968,00830717-a,بی‌سواد,0.6,0.25,0.75,1
67970,00831225-a,بی‌سواد,0.48,0.0,0.5,0
67979,10199103-n,بی‌سواد,1.0,0.0,0.5,0
67982,02057226-a,عامی,0.24,0.0,0.625,0
67986,10199103-n,عامی,0.77,0.0,0.5,0
67989,00831225-a,فطری,0.11,0.0,0.5,0
67995,01637184-a,فطری,0.7,0.0,0.625,0
68002,00831225-a,ناآموخته,0.25,0.0,0.5,0
68003,00831225-a,بی‌دانش,0.21,0.0,0.5,0
68004,00831225-a,بیدانش,0.23,0.0,0.5,0
68008,00831225-a,بیمعرفت,0.23,0.0,0.5,0
68014,01799035-a,مطالعه نشده,0.6,0.0,0.75,0
68046,09190918-n,کارگزار,0.24,0.5,0.0,1
68073,00060032-r,در اثر,0.24,0.5,0.0,1
68080,01823574-a,غیر عملی,1.0,0.0,0.75,0
68081,00834048-a,درگذشته,0.24,0.0,0.75,0
68086,00835609-a,بی‌نتیجه,1.0,0.0,0.625,0
68088,02497471-a,بی‌نتیجه,0.28,0.0,0.5,0
68089,00835609-a,بی‌فایده,0.24,0.0,0.625,0
68092,01866812-a,بی‌فایده,0.35,0.0,0.5,0
68093,01871949-a,بی‌فایده,0.6,0.0,0.625,0
68094,01891773-a,بی‌فایده,0.6,0.0,0.75,0
68095,02124654-a,بی‌فایده,0.6,0.0,0.625,0
68096,02124886-a,بی‌فایده,0.35,0.0,0.875,0
68097,02497141-a,بی‌فایده,0.6,0.125,0.625,1
68098,02497471-a,بی‌فایده,0.93,0.0,0.5,0
68099,02497743-a,بی‌فایده,0.6,0.0,0.5,0
68100,02497830-a,بی‌فایده,0.24,0.0,0.625,0
68102,02502578-a,بی‌فایده,0.3,0.5,0.0,1
68106,00836111-a,بیحاصل,0.7,0.0,0.5,0
68107,01866535-a,بیحاصل,1.0,0.0,0.625,0
68108,01872265-a,بیحاصل,0.07,0.0,0.75,0
68109,00836111-a,بیثمر,0.18,0.0,0.5,0
68110,01866535-a,بیثمر,0.44,0.0,0.625,0
68112,00836277-a,پر زحمت,0.6,0.0,0.5,0
68113,00837977-a,پر زحمت,0.26,0.0,0.5,0
68114,02458973-a,پر زحمت,0.6,0.0,0.625,0
68117,00836544-a,صعب الصعود,0.25,0.125,0.5,1
68118,00836544-a,خسته‌کننده,0.44,0.125,0.5,1
68121,00836544-a,فرساینده,0.41,0.125,0.5,1
68122,00836544-a,زحمت کش,0.45,0.125,0.5,1
68124,00836544-a,مجازات,0.14,0.125,0.5,1
68125,01901777-a,مجازات,0.24,0.0,0.5,0
68133,05164845-n,مجازات,0.53,0.0,0.875,0
68134,06713187-n,مجازات,0.92,0.0,0.75,0
68137,00824767-v,مجازات,0.14,0.0,0.75,0
68138,00836544-a,تنبیه‌کننده,0.36,0.125,0.5,1
68139,00837084-a,روشی که باعث می شود تصویر گرافیکی نمایش داده شده با مکان نما حرکت کند,0.6,0.125,0.5,1
68140,00837249-a,طاقت فرسا,0.16,0.0,0.625,0
68143,01711724-a,طاقت فرسا,0.66,0.25,0.75,1
68144,01809245-a,طاقت فرسا,0.24,0.125,0.875,1
68145,02436245-a,طاقت فرسا,0.6,0.0,0.625,0
68147,00837249-a,از پا درامدن,0.24,0.0,0.625,0
68148,00837249-a,پوشیدنی,0.28,0.0,0.625,0
68154,03114041-n,پوشیدنی,0.16,0.0,0.625,0
68161,00837249-a,خستگی اور,0.15,0.0,0.625,0
68166,00837574-a,در برابر,0.24,0.0,0.5,0
68167,02066142-a,در برابر,0.61,0.5,0.375,1
68171,00837574-a,پر کار,1.0,0.0,0.5,0
68177,01456572-a,یواش,0.78,0.125,0.5,1
68179,00837977-a,زور زدن,0.24,0.0,0.5,0
68181,00838659-a,بینقش,0.14,0.5,0.0,1
68182,00838659-a,نرمبروت,0.14,0.5,0.0,1
68183,00838659-a,نوخط,0.14,0.5,0.0,1
68184,00838659-a,خوشباور,0.14,0.5,0.0,1
68185,00838659-a,خوشخیال,0.14,0.5,0.0,1
68186,00838659-a,بله,0.14,0.5,0.0,1
68190,00838659-a,مغفل,0.14,0.5,0.0,1
68191,00838659-a,بیآل,0.14,0.5,0.0,1
