,id,word,confidence,positivity,negativity,sense
6,00875422-a,توانا,0.56,0.5,0.0,1
9,01261363-a,توانا,0.1,0.5,0.0,1
21,01961786-a,توانا,0.25,0.0,0.5,0
22,01991586-a,توانا,0.14,0.625,0.0,1
23,02038891-a,توانا,0.41,0.5,0.5,1
24,02038994-a,توانا,0.26,0.5,0.25,1
25,02039845-a,توانا,0.32,0.5,0.0,1
26,02275412-a,توانا,0.1,0.75,0.0,1
27,02295098-a,توانا,0.56,0.5,0.125,1
28,02321009-a,توانا,0.32,0.5,0.0,1
41,00002098-a,عاجز,1.0,0.0,0.75,0
42,00051696-a,عاجز,0.18,0.0,0.5,0
46,00308188-a,عاجز,0.49,0.0,0.75,0
47,00843046-a,عاجز,0.36,0.0,0.625,0
48,01229020-a,عاجز,0.39,0.0,0.75,0
49,01229435-a,عاجز,0.11,0.5,0.5,1
50,01230153-a,عاجز,0.28,0.0,0.75,0
54,01825310-a,عاجز,0.59,0.125,0.5,1
55,01825550-a,عاجز,0.14,0.0,0.5,0
57,01827766-a,عاجز,0.45,0.125,0.5,1
58,01827946-a,عاجز,0.42,0.0,0.5,0
61,02324944-a,عاجز,0.37,0.0,0.5,0
62,02325097-a,عاجز,0.12,0.0,0.5,0
64,02364066-a,عاجز,0.64,0.0,0.625,0
65,02432428-a,عاجز,0.29,0.5,0.125,1
69,00002098-a,ناتوان,0.75,0.0,0.75,0
70,00051696-a,ناتوان,0.58,0.0,0.5,0
74,00308188-a,ناتوان,0.53,0.0,0.75,0
78,00693356-a,ناتوان,0.18,0.0,0.75,0
82,00843046-a,ناتوان,1.0,0.0,0.625,0
84,00876204-a,ناتوان,0.61,0.5,0.125,1
91,01050890-a,ناتوان,0.35,0.125,0.875,1
92,01070002-a,ناتوان,0.36,0.0,0.5,0
94,01168166-a,ناتوان,1.0,0.0,0.5,0
95,01178134-a,ناتوان,0.29,0.0,0.875,0
97,01229435-a,ناتوان,0.14,0.5,0.5,1
99,01394558-a,ناتوان,0.19,0.0,0.625,0
104,01825310-a,ناتوان,1.0,0.125,0.5,1
105,01825550-a,ناتوان,0.7,0.0,0.5,0
107,01827766-a,ناتوان,0.44,0.125,0.5,1
108,01827946-a,ناتوان,0.38,0.0,0.5,0
109,01828242-a,ناتوان,0.31,0.125,0.5,1
113,02023661-a,ناتوان,0.11,0.0,0.75,0
114,02040049-a,ناتوان,0.4,0.0,0.625,0
118,02230471-a,ناتوان,0.37,0.125,0.5,1
119,02292797-a,ناتوان,0.25,0.5,0.0,1
122,02324397-a,ناتوان,0.37,0.125,0.5,1
124,02324944-a,ناتوان,0.73,0.0,0.5,0
125,02325097-a,ناتوان,0.42,0.0,0.5,0
128,02326342-a,ناتوان,0.28,0.25,0.75,1
129,02326482-a,ناتوان,0.15,0.5,0.25,1
130,02364066-a,ناتوان,0.7,0.0,0.625,0
131,02403671-a,ناتوان,0.11,0.125,0.5,1
132,02404421-a,ناتوان,0.33,0.0,0.625,0
133,02432428-a,ناتوان,0.34,0.5,0.125,1
135,02433365-a,ناتوان,1.0,0.125,0.75,1
137,02524443-a,ناتوان,0.12,0.0,0.75,0
138,02542325-a,ناتوان,0.19,0.0,0.625,0
140,02647358-a,ناتوان,1.0,0.0,0.5,0
144,07478318-n,ناتوان,0.26,0.0,0.75,0
146,10214230-n,ناتوان,1.0,0.0,0.75,0
151,00002098-a,ضعیف,0.67,0.0,0.75,0
152,00051696-a,ضعیف,0.18,0.0,0.5,0
154,00096239-a,ضعیف,0.24,0.0,0.5,0
155,00265989-a,ضعیف,0.14,0.125,0.5,1
158,00308188-a,ضعیف,0.26,0.0,0.75,0
160,00438332-a,ضعیف,0.11,1.0,0.0,1
163,00693356-a,ضعیف,0.2,0.0,0.75,0
168,00843046-a,ضعیف,0.51,0.0,0.625,0
170,00876204-a,ضعیف,1.0,0.5,0.125,1
175,00990855-a,ضعیف,0.32,0.5,0.0,1
178,01070002-a,ضعیف,0.57,0.0,0.5,0
181,01394558-a,ضعیف,0.27,0.0,0.625,0
186,01825310-a,ضعیف,0.51,0.125,0.5,1
187,01827766-a,ضعیف,0.29,0.125,0.5,1
188,01828242-a,ضعیف,0.25,0.125,0.5,1
189,01872374-a,ضعیف,0.45,0.125,0.75,1
191,01942507-a,ضعیف,0.24,0.0,0.625,0
194,01998730-a,ضعیف,0.24,0.25,0.5,1
196,02040049-a,ضعیف,0.35,0.0,0.625,0
200,02230471-a,ضعیف,0.19,0.125,0.5,1
201,02292797-a,ضعیف,0.61,0.5,0.0,1
204,02324397-a,ضعیف,1.0,0.125,0.5,1
206,02324944-a,ضعیف,1.0,0.0,0.5,0
207,02325097-a,ضعیف,0.53,0.0,0.5,0
210,02326342-a,ضعیف,1.0,0.25,0.75,1
211,02326482-a,ضعیف,0.53,0.5,0.25,1
212,02364066-a,ضعیف,0.34,0.0,0.625,0
213,02403671-a,ضعیف,0.17,0.125,0.5,1
214,02404421-a,ضعیف,0.84,0.0,0.625,0
216,02433365-a,ضعیف,0.69,0.125,0.75,1
218,02524443-a,ضعیف,0.12,0.0,0.75,0
223,05896515-n,ضعیف,0.29,0.0,0.5,0
224,07478318-n,ضعیف,0.3,0.0,0.75,0
227,00002098-a,سست,0.35,0.0,0.75,0
229,00036998-a,سست,0.09,0.0,0.5,0
233,00040058-a,سست,0.7,0.0,0.75,0
234,00051696-a,سست,0.16,0.0,0.5,0
237,00189253-a,سست,0.33,0.5,0.125,1
239,00284400-a,سست,0.07,0.125,0.75,1
240,00294175-a,سست,0.57,0.0,0.625,0
244,00308188-a,سست,0.14,0.0,0.75,0
246,00438332-a,سست,0.19,1.0,0.0,1
249,00615457-a,سست,0.64,0.0,0.5,0
252,00693356-a,سست,0.14,0.0,0.75,0
257,00823192-a,سست,0.15,0.0,0.5,0
259,00843046-a,سست,0.96,0.0,0.625,0
261,00875962-a,سست,0.85,0.0,0.5,0
262,00876204-a,سست,0.61,0.5,0.125,1
265,00887472-a,سست,0.16,0.25,0.625,1
270,00990855-a,سست,0.45,0.5,0.0,1
272,01070002-a,سست,0.24,0.0,0.5,0
280,01394558-a,سست,0.15,0.0,0.625,0
284,01476325-a,سست,0.76,0.5,0.375,1
288,01825310-a,سست,0.82,0.125,0.5,1
289,01827766-a,سست,0.2,0.125,0.5,1
290,01828242-a,سست,0.29,0.125,0.5,1
291,01893510-a,سست,0.2,0.75,0.0,1
294,01941999-a,سست,0.24,0.0,0.75,0
296,01942507-a,سست,0.44,0.0,0.625,0
298,01984806-a,سست,0.21,0.0,0.625,0
299,01992712-a,سست,0.26,0.25,0.625,1
300,01998730-a,سست,0.91,0.25,0.5,1
301,02040049-a,سست,1.0,0.0,0.625,0
304,02095037-a,سست,0.15,0.0,0.75,0
306,02230471-a,سست,0.27,0.125,0.5,1
307,02292797-a,سست,0.93,0.5,0.0,1
312,02324397-a,سست,0.86,0.125,0.5,1
314,02324944-a,سست,0.55,0.0,0.5,0
315,02325097-a,سست,0.51,0.0,0.5,0
318,02326342-a,سست,0.24,0.25,0.75,1
319,02326482-a,سست,0.11,0.5,0.25,1
320,02346013-a,سست,0.39,0.125,0.875,1
321,02364066-a,سست,0.19,0.0,0.625,0
322,02403671-a,سست,0.46,0.125,0.5,1
324,02404421-a,سست,1.0,0.0,0.625,0
327,02432428-a,سست,0.25,0.5,0.125,1
329,02433365-a,سست,0.24,0.125,0.75,1
332,02497938-a,سست,0.14,0.375,0.5,1
333,02524443-a,سست,0.19,0.0,0.75,0
336,02647358-a,سست,0.49,0.0,0.5,0
343,05896515-n,سست,0.59,0.0,0.5,0
345,07478318-n,سست,0.26,0.0,0.75,0
352,00002098-a,بیحال,0.24,0.0,0.75,0
353,00033574-a,بیحال,0.06,0.375,0.5,1
356,00036998-a,بیحال,0.15,0.0,0.5,0
357,00037188-a,بیحال,0.14,0.125,0.625,1
360,00294175-a,بیحال,0.24,0.0,0.625,0
365,00308188-a,بیحال,0.11,0.0,0.75,0
369,00843046-a,بیحال,0.24,0.0,0.625,0
371,00876204-a,بیحال,0.4,0.5,0.125,1
375,01660857-a,بیحال,0.11,0.0,0.5,0
377,01825310-a,بیحال,0.24,0.125,0.5,1
378,01827766-a,بیحال,0.17,0.125,0.5,1
379,01828242-a,بیحال,0.12,0.125,0.5,1
380,01929802-a,بیحال,0.24,0.0,0.625,0
383,02230471-a,بیحال,0.14,0.125,0.5,1
385,02324397-a,بیحال,0.27,0.125,0.5,1
386,02324944-a,بیحال,0.33,0.0,0.5,0
387,02325097-a,بیحال,0.21,0.0,0.5,0
389,02364066-a,بیحال,0.14,0.0,0.625,0
390,02433365-a,بیحال,0.39,0.125,0.75,1
392,02647358-a,بیحال,0.24,0.0,0.5,0
393,00002098-a,زبون,0.45,0.0,0.75,0
396,00308188-a,زبون,0.18,0.0,0.75,0
397,00621857-a,زبون,0.16,0.0,0.75,0
398,00789871-a,زبون,1.0,0.75,0.0,1
399,00790086-a,زبون,0.24,0.5,0.0,1
400,00843046-a,زبون,0.24,0.0,0.625,0
401,00904548-a,زبون,0.41,0.0,0.75,0
402,00904745-a,زبون,0.44,0.0,0.875,0
403,00905039-a,زبون,0.12,0.125,0.5,1
404,01049941-a,زبون,0.16,0.0,1.0,0
407,01133017-a,زبون,0.39,0.0,0.5,0
408,01137289-a,زبون,0.47,0.25,0.5,1
409,01207145-a,زبون,0.23,0.0,0.5,0
411,01222884-a,زبون,0.16,0.0,0.875,0
412,01227137-a,زبون,0.27,0.5,0.5,1
413,01229435-a,زبون,0.36,0.5,0.5,1
414,01394558-a,زبون,0.2,0.0,0.625,0
415,01407816-a,زبون,0.16,0.0,0.75,0
417,01589650-a,زبون,0.25,0.625,0.375,1
418,01590044-a,زبون,0.39,0.0,0.5,0
420,01592857-a,زبون,0.5,0.0,0.5,0
422,01825310-a,زبون,0.24,0.125,0.5,1
423,01827766-a,زبون,0.18,0.125,0.5,1
424,01827946-a,زبون,0.77,0.0,0.5,0
428,02325642-a,زبون,0.17,0.0,0.625,0
429,02340458-a,زبون,0.28,0.0,0.875,0
430,02345272-a,زبون,0.18,0.0,0.875,0
431,02346557-a,زبون,0.09,0.222,0.778,1
432,02347564-a,زبون,0.32,0.222,0.778,1
433,02347742-a,زبون,0.15,0.125,0.75,1
434,02364066-a,زبون,0.24,0.0,0.625,0
435,07708260-n,زبون,0.7,0.625,0.0,1
439,00002098-a,کمزور,0.24,0.0,0.75,0
442,00308188-a,کمزور,0.11,0.0,0.75,0
443,00843046-a,کمزور,0.24,0.0,0.625,0
445,01825310-a,کمزور,0.36,0.125,0.5,1
446,01827766-a,کمزور,0.17,0.125,0.5,1
447,02325097-a,کمزور,0.11,0.0,0.5,0
449,02364066-a,کمزور,0.14,0.0,0.625,0
451,00002098-a,علیل,0.35,0.0,0.75,0
452,00051696-a,علیل,0.14,0.0,0.5,0
455,00308188-a,علیل,0.14,0.0,0.75,0
459,01019283-a,علیل,0.35,0.0,0.75,0
460,01168845-a,علیل,0.11,0.125,0.875,1
461,01178134-a,علیل,0.48,0.0,0.875,0
463,01827766-a,علیل,0.15,0.125,0.5,1
465,02364066-a,علیل,0.19,0.0,0.625,0
466,02541302-a,علیل,0.24,0.125,0.75,1
467,02542325-a,علیل,0.27,0.0,0.625,0
494,02644050-a,صعودی,0.6,0.375,0.5,1
520,01806505-v,ربودن,0.15,0.5,0.0,1
525,02274482-v,ربودن,0.52,0.0,0.5,0
539,01430111-a,استدلالی,0.6,0.625,0.0,1
541,01430716-a,استدلالی,0.6,0.625,0.0,1
542,01925708-a,استدلالی,0.1,0.75,0.0,1
553,01642843-a,طالع,0.29,0.5,0.0,1
558,05093080-n,طالع,0.52,0.0,0.625,0
578,01642843-a,بخت,0.09,0.5,0.0,1
590,05093080-n,بخت,0.72,0.0,0.625,0
621,02544348-v,بخت,0.22,0.5,0.125,1
627,00810764-a,در حال نزع,0.24,0.0,0.75,0
628,15143477-n,در حال نزع,0.31,0.0,0.625,0
634,00230076-a,پسین,0.31,0.375,0.5,1
640,01412912-a,پسین,0.32,0.375,0.5,1
661,00230076-a,بازپسین,0.31,0.375,0.5,1
662,00349894-a,بازپسین,0.31,0.0,0.625,0
667,01412912-a,بازپسین,0.32,0.375,0.5,1
683,00230076-a,آخرین,0.26,0.375,0.5,1
684,00349894-a,آخرین,0.13,0.0,0.625,0
688,01412912-a,آخرین,0.45,0.375,0.5,1
704,00349894-a,واپسین,0.13,0.0,0.625,0
708,01412912-a,واپسین,0.09,0.375,0.5,1
727,00349894-a,آخر,0.07,0.0,0.625,0
728,01412912-a,آخر,0.2,0.375,0.5,1
752,07532112-n,آخر,0.26,0.5,0.25,1
780,00640660-a,مختصر,0.11,0.375,0.5,1
784,01436671-a,مختصر,0.32,0.0,0.5,0
788,01444620-a,مختصر,0.09,0.0,0.625,0
793,02386612-a,مختصر,0.11,0.125,0.75,1
811,00106456-a,ناچیز,0.78,0.0,0.625,0
819,00640660-a,ناچیز,0.09,0.375,0.5,1
823,01207423-a,ناچیز,0.14,0.0,0.5,0
825,01281695-a,ناچیز,0.3,0.444,0.556,1
826,01288298-a,ناچیز,1.0,0.0,0.5,0
829,01436671-a,ناچیز,0.24,0.0,0.5,0
832,01444620-a,ناچیز,0.1,0.0,0.625,0
836,01532912-a,ناچیز,0.06,0.0,0.75,0
841,02025718-a,ناچیز,0.34,0.0,0.75,0
844,02164402-a,ناچیز,0.45,0.375,0.5,1
847,02165318-a,ناچیز,0.25,0.625,0.125,1
850,02340458-a,ناچیز,0.09,0.0,0.875,0
851,02386612-a,ناچیز,0.08,0.125,0.75,1
853,02502994-a,ناچیز,0.67,0.125,0.5,1
884,00621857-a,کوتاه,0.16,0.0,0.75,0
885,00640660-a,کوتاه,0.23,0.375,0.5,1
889,01207145-a,کوتاه,0.23,0.0,0.5,0
890,01222884-a,کوتاه,0.16,0.0,0.875,0
891,01227137-a,کوتاه,0.27,0.5,0.5,1
894,01407816-a,کوتاه,0.18,0.0,0.75,0
897,01436671-a,کوتاه,1.0,0.0,0.5,0
906,01444620-a,کوتاه,0.37,0.0,0.625,0
907,01589650-a,کوتاه,0.18,0.625,0.375,1
908,01592857-a,کوتاه,0.26,0.0,0.5,0
915,02325642-a,کوتاه,0.17,0.0,0.625,0
916,02336904-a,کوتاه,0.37,0.0,0.625,0
918,02340458-a,کوتاه,0.09,0.0,0.875,0
920,02346557-a,کوتاه,0.09,0.222,0.778,1
921,02347564-a,کوتاه,0.32,0.222,0.778,1
922,02347742-a,کوتاه,0.15,0.125,0.75,1
923,02347915-a,کوتاه,0.24,0.125,0.75,1
924,02386612-a,کوتاه,0.53,0.125,0.75,1
943,07088438-n,کوتاه,1.0,0.0,0.5,0
1016,06614901-n,برش,1.0,0.0,0.5,0
1056,00310433-a,مشروح,0.72,0.5,0.0,1
1057,06420219-n,مشروح,1.0,0.5,0.0,1
1060,00005107-a,کامل,0.46,0.5,0.0,1
1061,00005473-a,کامل,0.18,0.75,0.0,1
1062,00021766-a,کامل,0.25,0.5,0.0,1
1063,00022219-a,کامل,0.16,0.625,0.0,1
1064,00023278-a,کامل,0.07,0.875,0.0,1
1068,00311505-a,کامل,1.0,0.75,0.0,1
1073,00515870-a,کامل,1.0,0.5,0.0,1
1076,00520892-a,کامل,0.34,0.625,0.0,1
1078,00522101-a,کامل,0.27,0.625,0.0,1
1080,00522463-a,کامل,0.7,0.875,0.0,1
1082,00523068-a,کامل,0.7,0.75,0.0,1
1083,00523229-a,کامل,0.27,0.5,0.0,1
1085,00523786-a,کامل,0.26,0.625,0.0,1
1090,00631391-a,کامل,0.27,0.625,0.0,1
1092,00632306-a,کامل,0.05,0.625,0.0,1
1093,00633410-a,کامل,0.12,0.625,0.125,1
1094,00766102-a,کامل,0.08,0.0,0.625,0
1096,00911204-a,کامل,0.08,0.5,0.0,1
1097,00915321-a,کامل,0.53,0.75,0.0,1
1100,01084900-a,کامل,0.14,0.0,0.5,0
1105,01171396-a,کامل,0.12,0.75,0.0,1
1112,01519803-a,کامل,1.0,0.0,0.625,0
1113,01520091-a,کامل,0.7,0.625,0.0,1
1116,01644225-a,کامل,0.24,0.5,0.0,1
1117,01749320-a,کامل,1.0,0.625,0.125,1
1118,01749915-a,کامل,0.4,0.125,0.5,1
1119,01750073-a,کامل,0.28,0.625,0.0,1
1120,01750386-a,کامل,0.7,0.625,0.0,1
1122,01879261-a,کامل,0.18,0.625,0.0,1
1123,01879464-a,کامل,0.14,0.625,0.0,1
1124,01914108-a,کامل,0.16,0.5,0.0,1
1125,02226028-a,کامل,0.37,0.75,0.0,1
1127,02273326-a,کامل,0.24,0.75,0.0,1
1129,02318272-a,کامل,0.07,0.0,0.5,0
1130,02318464-a,کامل,0.11,0.625,0.375,1
1131,02318728-a,کامل,0.14,0.25,0.625,1
1139,00058128-r,کامل,0.3,0.5,0.0,1
1142,00005107-a,کوتاه نشده,0.34,0.5,0.0,1
1143,00005107-a,درست,0.2,0.5,0.0,1
1144,00005473-a,درست,0.29,0.75,0.0,1
1145,00021766-a,درست,1.0,0.5,0.0,1
1146,00022219-a,درست,0.62,0.625,0.0,1
1149,00023278-a,درست,0.27,0.875,0.0,1
1150,00067966-a,درست,0.92,0.5,0.0,1
1151,00137725-a,درست,0.11,0.75,0.0,1
1154,00311505-a,درست,0.77,0.75,0.0,1
1158,00515870-a,درست,0.49,0.5,0.0,1
1160,00520892-a,درست,0.27,0.625,0.0,1
1162,00522101-a,درست,0.25,0.625,0.0,1
1164,00522463-a,درست,0.14,0.875,0.0,1
1166,00523068-a,درست,0.21,0.75,0.0,1
1167,00523786-a,درست,0.31,0.625,0.0,1
1169,00622581-a,درست,0.6,0.75,0.25,1
1170,00631391-a,درست,1.0,0.625,0.0,1
1172,00632306-a,درست,0.27,0.625,0.0,1
1173,00633410-a,درست,0.45,0.625,0.125,1
1174,00681268-a,درست,0.15,0.5,0.0,1
1178,00766102-a,درست,0.7,0.0,0.625,0
1183,00911204-a,درست,0.22,0.5,0.0,1
1187,00915321-a,درست,0.23,0.75,0.0,1
1189,00938659-a,درست,0.34,0.5,0.0,1
1194,01115349-a,درست,0.6,0.364,0.636,1
1195,01115635-a,درست,0.47,0.4,0.6,1
1196,01116026-a,درست,0.14,0.5,0.0,1
1197,01166413-a,درست,0.1,0.875,0.0,1
1198,01171076-a,درست,0.33,0.875,0.0,1
1199,01171213-a,درست,0.39,0.75,0.0,1
1200,01171396-a,درست,0.37,0.75,0.0,1
1206,01245889-a,درست,1.0,0.125,0.5,1
1207,01319182-a,درست,0.24,0.375,0.5,1
1211,01369663-a,درست,1.0,0.625,0.0,1
1216,01520091-a,درست,0.22,0.625,0.0,1
1217,01549185-a,درست,0.35,0.75,0.25,1
1220,01690606-a,درست,0.11,0.75,0.0,1
1223,01749320-a,درست,0.36,0.625,0.125,1
1224,01749915-a,درست,0.08,0.125,0.5,1
1225,01750073-a,درست,0.11,0.625,0.0,1
1226,01750386-a,درست,0.42,0.625,0.0,1
1228,01879261-a,درست,0.7,0.625,0.0,1
1229,01879464-a,درست,0.53,0.625,0.0,1
1231,01914108-a,درست,0.1,0.5,0.0,1
1234,01933731-a,درست,0.14,0.5,0.0,1
1240,02034828-a,درست,0.12,0.5,0.25,1
1241,02036934-a,درست,0.56,0.75,0.0,1
1242,02058656-a,درست,0.4,0.5,0.375,1
1244,02112976-a,درست,0.16,0.625,0.25,1
1247,02226028-a,درست,0.14,0.75,0.0,1
1249,02273326-a,درست,1.0,0.75,0.0,1
1252,02318272-a,درست,0.16,0.0,0.5,0
1253,02318464-a,درست,0.36,0.625,0.375,1
1254,02318728-a,درست,0.45,0.25,0.625,1
1255,02460502-a,درست,0.36,0.5,0.375,1
1257,02465519-a,درست,0.4,0.5,0.0,1
1258,02465978-a,درست,0.09,0.5,0.0,1
1259,02469756-a,درست,0.34,0.5,0.125,1
1269,04802907-n,درست,0.09,0.5,0.0,1
1270,04850341-n,درست,0.44,0.625,0.0,1
1271,05077348-n,درست,0.75,0.5,0.0,1
1290,13956488-n,درست,0.24,0.5,0.25,1
1291,00008007-r,درست,0.36,0.5,0.0,1
1294,00015471-r,درست,0.22,0.625,0.0,1
1299,00058128-r,درست,0.68,0.5,0.0,1
1308,00205226-r,درست,0.31,0.5,0.0,1
1322,00005107-a,فاضل,0.14,0.5,0.0,1
1331,02084358-a,فاضل,1.0,0.625,0.0,1
1333,02226028-a,فاضل,0.13,0.75,0.0,1
1335,00005107-a,دانا,0.14,0.5,0.0,1
1340,00439252-a,دانا,0.29,0.5,0.0,1
1344,00771373-a,دانا,0.37,0.875,0.0,1
1345,00771616-a,دانا,0.85,0.5,0.25,1
1346,00771803-a,دانا,0.68,0.625,0.0,1
1347,00774323-a,دانا,0.58,0.75,0.0,1
1349,00799517-a,دانا,0.24,0.0,0.625,0
1354,01307850-a,دانا,0.11,0.5,0.0,1
1357,01813920-a,دانا,0.7,0.5,0.0,1
1358,01898722-a,دانا,0.62,0.625,0.0,1
1359,01926229-a,دانا,0.2,0.5,0.0,1
1360,01943406-a,دانا,0.39,0.5,0.0,1
1362,02084358-a,دانا,1.0,0.625,0.0,1
1364,02226028-a,دانا,0.11,0.75,0.0,1
1366,02569130-a,دانا,1.0,0.625,0.0,1
1367,02569558-a,دانا,1.0,0.625,0.0,1
1385,13904164-n,دانا,0.17,0.0,0.5,0
1386,00005107-a,تمام,0.2,0.5,0.0,1
1387,00022219-a,تمام,0.14,0.625,0.0,1
1388,00023278-a,تمام,0.06,0.875,0.0,1
1392,00311505-a,تمام,0.24,0.75,0.0,1
1395,00515870-a,تمام,0.59,0.5,0.0,1
1399,00520892-a,تمام,0.26,0.625,0.0,1
1403,00522101-a,تمام,0.17,0.625,0.0,1
1405,00522463-a,تمام,0.2,0.875,0.0,1
1407,00523068-a,تمام,0.46,0.75,0.0,1
1408,00523786-a,تمام,0.17,0.625,0.0,1
1412,00631391-a,تمام,0.26,0.625,0.0,1
1414,00633410-a,تمام,0.11,0.625,0.125,1
1416,00911204-a,تمام,0.06,0.5,0.0,1
1417,00915321-a,تمام,0.11,0.75,0.0,1
1420,01084900-a,تمام,0.14,0.0,0.5,0
1425,01171396-a,تمام,0.11,0.75,0.0,1
1430,01519803-a,تمام,0.63,0.0,0.625,0
1431,01520091-a,تمام,0.16,0.625,0.0,1
1432,01749320-a,تمام,0.24,0.625,0.125,1
1433,01750073-a,تمام,0.06,0.625,0.0,1
1434,01750386-a,تمام,0.29,0.625,0.0,1
1435,01879261-a,تمام,0.16,0.625,0.0,1
1436,01879464-a,تمام,0.13,0.625,0.0,1
1437,01914108-a,تمام,0.16,0.5,0.0,1
1439,02226028-a,تمام,0.16,0.75,0.0,1
1445,02318464-a,تمام,0.07,0.625,0.375,1
1446,02318728-a,تمام,0.12,0.25,0.625,1
1462,00008007-r,تمام,0.64,0.5,0.0,1
1463,00005107-a,آرسته,0.14,0.5,0.0,1
1468,02226028-a,آرسته,0.11,0.75,0.0,1
1469,00005107-a,اسپور,0.14,0.5,0.0,1
1474,02226028-a,اسپور,0.11,0.75,0.0,1
1475,00005107-a,رسا,0.14,0.5,0.0,1
1478,00515870-a,رسا,0.14,0.5,0.0,1
1481,00523068-a,رسا,0.15,0.75,0.0,1
1494,01750386-a,رسا,0.14,0.625,0.0,1
1496,02226028-a,رسا,0.11,0.75,0.0,1
1497,02393791-a,رسا,0.17,0.0,0.5,0
1499,00005205-a,خالص,1.0,0.5,0.0,1
1501,00061664-a,خالص,0.09,0.625,0.0,1
1502,00094069-a,خالص,0.4,0.125,0.625,1
1505,00393508-a,خالص,0.11,0.0,0.75,0
1506,00417413-a,خالص,0.34,0.5,0.375,1
1507,00429355-a,خالص,0.28,0.5,0.0,1
1510,00520892-a,خالص,0.58,0.625,0.0,1
1512,00719328-a,خالص,0.46,0.0,0.75,0
1513,00749947-a,خالص,0.14,0.0,0.625,0
1514,00750296-a,خالص,0.21,0.25,0.5,1
1515,00765666-a,خالص,0.19,0.5,0.0,1
1516,00838659-a,خالص,0.14,0.5,0.0,1
1523,01125006-a,خالص,0.24,0.875,0.0,1
1525,01163860-a,خالص,0.33,0.5,0.25,1
1526,01222722-a,خالص,0.24,0.625,0.25,1
1527,01330890-a,خالص,0.49,0.0,0.625,0
1529,01520091-a,خالص,0.32,0.625,0.0,1
1534,01791911-a,خالص,0.29,0.25,0.5,1
1536,01793812-a,خالص,0.14,0.25,0.625,1
1540,01906320-a,خالص,0.28,0.5,0.25,1
1543,01907103-a,خالص,1.0,0.0,0.875,0
1544,01907481-a,خالص,1.0,0.0,0.75,0
1546,01907878-a,خالص,0.7,0.125,0.5,1
1547,01913931-a,خالص,0.19,0.0,0.5,0
1550,02179279-a,خالص,0.27,0.625,0.0,1
1553,02423284-a,خالص,0.24,0.5,0.375,1
1572,00097522-r,خالص,0.66,0.75,0.0,1
1575,00005205-a,مط‌لق,1.0,0.5,0.0,1
1576,00005599-a,مط‌لق,0.7,0.5,0.5,1
1577,00094069-a,مط‌لق,0.19,0.125,0.625,1
1578,00520892-a,مط‌لق,0.35,0.625,0.0,1
1580,00719328-a,مط‌لق,0.53,0.0,0.75,0
1583,01520091-a,مط‌لق,0.39,0.625,0.0,1
1585,00005205-a,ناب,0.28,0.5,0.0,1
1587,00393508-a,ناب,0.11,0.0,0.75,0
1588,00418679-a,ناب,0.7,0.375,0.5,1
1589,00520892-a,ناب,0.69,0.625,0.0,1
1590,00719328-a,ناب,0.12,0.0,0.75,0
1596,01163860-a,ناب,0.44,0.5,0.25,1
1597,01330890-a,ناب,0.7,0.0,0.625,0
1598,01520091-a,ناب,0.33,0.625,0.0,1
1603,01906320-a,ناب,0.18,0.5,0.25,1
1606,01907103-a,ناب,0.78,0.0,0.875,0
1608,01907481-a,ناب,0.27,0.0,0.75,0
1610,01907878-a,ناب,0.36,0.125,0.5,1
1623,00097522-r,ناب,1.0,0.75,0.0,1
1626,00005205-a,سره,0.24,0.5,0.0,1
1628,00393508-a,سره,0.11,0.0,0.75,0
1629,00719328-a,سره,0.11,0.0,0.75,0
1634,01125006-a,سره,1.0,0.875,0.0,1
1635,01163860-a,سره,0.41,0.5,0.25,1
1636,01330890-a,سره,0.56,0.0,0.625,0
1643,01907103-a,سره,0.37,0.0,0.875,0
1644,01907481-a,سره,0.24,0.0,0.75,0
1646,01907878-a,سره,0.33,0.125,0.5,1
1653,00097522-r,سره,0.29,0.75,0.0,1
1654,00005205-a,پاک,0.28,0.5,0.0,1
1655,00047653-a,پاک,0.18,0.5,0.0,1
1656,00061664-a,پاک,0.39,0.625,0.0,1
1658,00247247-a,پاک,0.14,0.625,0.0,1
1659,00360650-a,پاک,0.24,0.625,0.125,1
1661,00393508-a,پاک,0.53,0.0,0.75,0
1662,00417413-a,پاک,1.0,0.5,0.375,1
1665,00419058-a,پاک,1.0,0.375,0.5,1
1667,00424008-a,پاک,0.33,0.5,0.125,1
1668,00426347-a,پاک,0.24,0.0,0.625,0
1669,00427331-a,پاک,0.37,0.5,0.375,1
1672,00520892-a,پاک,0.58,0.625,0.0,1
1674,00719328-a,پاک,0.12,0.0,0.75,0
1675,00749947-a,پاک,0.27,0.0,0.625,0
1677,00765666-a,پاک,0.08,0.5,0.0,1
1678,00850648-a,پاک,0.53,0.5,0.125,1
1682,00956131-a,پاک,0.92,0.625,0.0,1
1686,01048762-a,پاک,0.06,0.625,0.0,1
1687,01087093-a,پاک,0.15,0.0,0.5,0
1691,01116026-a,پاک,0.2,0.5,0.0,1
1692,01125006-a,پاک,0.33,0.875,0.0,1
1693,01163860-a,پاک,0.45,0.5,0.25,1
1694,01171213-a,پاک,0.09,0.75,0.0,1
1695,01330890-a,پاک,0.7,0.0,0.625,0
1697,01520091-a,پاک,0.26,0.625,0.0,1
1699,01548808-a,پاک,0.26,0.875,0.0,1
